"","year","prd_PCRF","res_PCRF","prd_PCRF_LOOCV","res_PCRF_LOOCV","obs","y90_PCRF","y70_PCRF","y30_PCRF","y10_PCRF","Ymod_PCRF_1","Ymod_PCRF_2","Ymod_PCRF_3"
"1",1986,26.7771572,-6.25884279999997,21.3626928666667,-11.6733071333333,33.036,7.69406518145648,18.9772038320462,34.5771105679539,45.8602492185436,0.366827395402884,0.836737683500141,0.999999999908392
"2",1987,48.3474693000001,-2.31653069999988,45.1731996333334,-5.49080036666662,50.664,29.2643772814566,40.5475159320463,56.147422667954,67.4305613185437,0.0261986514099536,0.26813967861762,0.999999102357477
"3",1988,40.9209264,6.81492639999996,47.6393028000001,13.5333028000001,34.106,21.8378343814564,33.1209730320461,48.7208797679538,60.0040184185435,0.017622702374399,0.216484377906542,0.999997982076474
"4",1989,13.1887460666666,0.948746066666642,14.2028304333333,1.96283043333333,12.24,-5.89434595187691,5.3887926987128,20.9886994346205,32.2718380852102,0.555958719592635,0.928148148549836,0.999999999996454
"5",1990,25.7544576,10.1074576,30.8374895666666,15.1904895666666,15.647,6.67136558145648,17.9545042320462,33.5544109679539,44.8375496185436,0.164338127198011,0.634810843373846,0.99999999521762
"6",1991,77.1637488,-20.4132512,47.5446446000002,-50.0323553999998,97.577,58.0806567814565,69.3637954320462,84.9637021679539,96.2468408185436,0.0179010247231127,0.218354524327578,0.999998042899173
"7",1992,95.7374085666666,-20.5165914333334,83.3020244999999,-32.9519755000001,116.254,76.6543165481231,87.9374551987128,103.53736193462,114.82050058521,3.37623501502253e-06,0.000736529550834988,0.98657563443395
"8",1993,89.8941564666665,11.5761564666665,97.3486079,19.0306079,78.318,70.811064448123,82.0942030987127,97.6941098346204,108.97724848521,2.590367943293e-08,1.86508575204126e-05,0.897968751723963
"9",1994,24.7780881999999,6.1570881999999,34.0249746666666,15.4039746666666,18.621,5.69499618145635,16.9781348320461,32.5780415679537,43.8611802185435,0.116842774801955,0.551909604402595,0.999999983444528
"10",1995,39.6314619333333,-0.0585380666667064,39.2995916333333,-0.390408366666655,39.69,20.5483699147897,31.8315085653795,47.4314153012871,58.7145539518768,0.0611408758553141,0.41143283188361,0.999999882820523
"11",1996,12.6806465333333,3.79664653333331,15.3621166,6.47811659999996,8.884,-6.40244548521023,4.88069316537948,20.4805999012872,31.7637385518769,0.525057084359094,0.916859985067187,0.999999999993903
"12",1997,39.0775332666666,-4.37646673333339,36.5555121,-6.89848790000003,43.454,19.9944412481231,31.2775798987128,46.8774866346205,58.1606252852102,0.0867695171959527,0.48424038197009,0.999999957016801
"13",1998,93.3349113666668,8.36191136666676,93.8622048666668,8.8892048666668,84.973,74.2518193481232,85.5349579987129,101.134864734621,112.41800338521,9.40256631876353e-08,5.02521806363649e-05,0.933745138920349
"14",1999,10.3011257333333,0.130125733333344,10.6115324333333,0.440532433333338,10.171,-8.78196628521021,2.50117236537951,18.1010791012872,29.3842177518769,0.648767042595776,0.955753370408996,0.999999999999363
"15",2000,10.0737121666667,1.06671216666666,10.6535407333333,1.64654073333332,9.007,-9.00937985187689,2.27375879871282,17.8736655346205,29.1568041852102,0.647719836859154,0.955488849511279,0.99999999999935
"16",2001,45.3495848,11.2705848,52.5596868000002,18.4806868000002,34.079,26.2664927814565,37.5496314320462,53.1495381679539,64.4326768185436,0.00742373140030453,0.132495403162799,0.999990612281837
"17",2002,10.6117508,1.78975080000001,12.6192307,3.7972307,8.822,-8.47134121854354,2.81179743204617,18.4117041679538,29.6948428185436,0.597591129969333,0.941620429568319,0.999999999998325
"18",2003,21.5040362,1.70503619999997,23.5547,3.75569999999997,19.799,2.42094418145642,13.7040828320461,29.3039895679538,40.5871282185435,0.312942565817272,0.797825506172255,0.999999999763075
"19",2004,33.0730646666665,-13.0589353333335,18.5022580666667,-27.6297419333333,46.132,13.989972648123,25.2731112987127,40.8730180346204,52.1561566852101,0.441130265417264,0.87966260255061,0.999999999974322
"20",2005,46.788303,-7.98169699999999,40.4392846000001,-14.3307153999999,54.77,27.7052109814565,38.9883496320462,54.5882563679539,65.8713950185436,0.0524197470925584,0.381926426304173,0.999999823987454
"21",2006,10.0778623333333,0.854862333333324,10.6051419333333,1.38214193333333,9.223,-9.00522968521022,2.27790896537949,17.8778157012872,29.1609543518769,0.648926249752191,0.95579349930485,0.999999999999365
"22",2007,31.6451014666667,-1.37189853333329,28.9763031666667,-4.04069683333327,33.017,12.5620094481232,23.8451480987129,39.4450548346205,50.7281934852103,0.197176600673634,0.680699820604394,0.999999997731295
"23",2008,29.5482906000001,-0.988709399999944,25.6157823,-4.9212177,30.537,10.4651985814565,21.7483372320462,37.3482439679539,48.6313826185436,0.265660759353139,0.75660269668488,0.999999999432141
"24",2009,16.7327185666667,2.31471856666666,17.1671757333333,2.74917573333335,14.418,-2.35037345187689,8.93276519871282,24.5326719346205,35.8158105852102,0.476709621915638,0.896704061962384,0.999999999985992
"25",2010,95.8800592,2.03805919999998,94.6488374000001,0.806837400000106,93.842,76.7969671814564,88.0801058320461,103.680012567954,114.963151218544,7.06219915323172e-08,4.03659548226905e-05,0.926670256356685
"26",2011,10.0063049333333,0.718304933333332,10.5877023666667,1.29970236666667,9.288,-9.07678708521022,2.20635156537949,17.8062583012872,29.0893969518769,0.649360590335968,0.955902861125756,0.99999999999937
"27",2012,23.1410658666666,6.51806586666664,28.6460373333333,12.0230373333333,16.623,4.05797384812309,15.3411124987128,30.9410192346205,42.2241578852102,0.203393186893911,0.688585132973329,0.999999998015656
"28",2013,16.9360100666666,-2.09898993333335,14.5577511666666,-4.47724883333337,19.035,-2.1470819518769,9.13605669871281,24.7359634346205,36.0191020852102,0.546525330673682,0.924824580958385,0.999999999995811
"29",2014,10.6527308333333,-2.47426916666666,9.6594491,-3.4675509,13.127,-8.43036118521021,2.85277746537951,18.4526842012872,29.7358228518769,0.672185022223072,0.961416083052087,0.9999999999996
"30",2015,16.6079681333333,-5.88603186666673,10.8692089666666,-11.6247910333334,22.494,-2.47512388521028,8.80801476537943,24.4079215012871,35.6910601518768,0.642326043959621,0.954110690486327,0.999999999999278
